=== Series E chunked sweep started 2026-08-01T00:31:11Z ===
=== Chunk 0 2026-08-01T00:31:11Z ===
/workspace/scratch/run_series_e_chunked_loop.sh: line 11: python: command not found
=== Series E chunked sweep started 2026-08-01T00:31:49Z ===
=== Chunk 0 2026-08-01T00:31:49Z ===
2026-08-01 00:31:49,910 [INFO] Running day-window pipeline against /workspace/alter_ego_calibrate_series_e.db
2026-08-01 00:31:55,351 [INFO] Generated 323996 events and 117 labels (S2 victim=user_engineer_8 excluded from S5)
2026-08-01 00:31:55,547 [INFO] Clearing database tables...
2026-08-01 00:32:06,300 [INFO] Streamed 15815 hist events to JSONL in 0.37s
2026-08-01 00:32:06,785 [INFO] Streamed 15815 recent events to JSONL in 0.48s
2026-08-01 00:32:07,546 [INFO] Entity svc_ot_poll_4 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,577 [INFO] Entity user_engineer_8 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,577 [INFO] Entity user_finance_5 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,578 [INFO] Entity user_hr_11 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,578 [INFO] Entity user_engineer_3 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,579 [INFO] Entity user_finance_13 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,579 [INFO] Entity user_engineer_14 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,580 [INFO] Entity user_finance_6 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:07,580 [INFO] Entity user_finance_1 drift: raw=0.00, normalized=0.00, accum=0.00
2026-08-01 00:32:11,261 [INFO] Processed window ending 2026-01-02
2026-08-01 00:32:11,598 [INFO] Chunked sweep: more windows remain (exit 2)
Connecting to: sqlite:////workspace/alter_ego_calibrate_series_e.db
=== Series E chunked sweep started 2026-08-01T00:38:32Z ===
=== Chunk 0 2026-08-01T00:38:32Z ===
2026-08-01 00:38:33,348 [INFO] Running day-window pipeline against /workspace/alter_ego_calibrate_series_e.db
2026-08-01 00:38:43,312 [INFO] Streamed 31561 hist events to JSONL in 0.82s
2026-08-01 00:38:43,949 [INFO] Streamed 31561 recent events to JSONL in 0.64s
2026-08-01 00:38:45,563 [INFO] Entity svc_ot_poll_4 drift: raw=0.01, normalized=0.00, accum=0.00
2026-08-01 00:38:45,565 [INFO] Entity user_engineer_2 drift: raw=2.11, normalized=0.87, accum=0.87
2026-08-01 00:38:45,566 [INFO] Entity user_hr_4 drift: raw=0.73, normalized=-0.33, accum=0.00
2026-08-01 00:38:45,566 [INFO] Entity user_hr_2 drift: raw=0.83, normalized=-0.22, accum=0.00
2026-08-01 00:38:45,567 [INFO] Entity user_finance_11 drift: raw=0.49, normalized=-0.81, accum=0.00
2026-08-01 00:38:45,568 [INFO] Entity user_engineer_10 drift: raw=1.24, normalized=0.00, accum=0.00
2026-08-01 00:38:45,569 [INFO] Entity user_hr_12 drift: raw=1.06, normalized=0.00, accum=0.00
2026-08-01 00:38:45,570 [INFO] Entity user_hr_3 drift: raw=0.65, normalized=-0.40, accum=0.00
2026-08-01 00:38:45,570 [INFO] Entity user_hr_0 drift: raw=1.34, normalized=0.29, accum=0.29
2026-08-01 00:38:45,571 [INFO] Entity user_hr_5 drift: raw=1.57, normalized=0.51, accum=0.51
2026-08-01 00:38:45,572 [INFO] Entity user_finance_8 drift: raw=0.41, normalized=-0.89, accum=0.00
2026-08-01 00:38:45,573 [INFO] Entity user_finance_9 drift: raw=0.55, normalized=-0.75, accum=0.00
2026-08-01 00:38:45,574 [INFO] Entity user_finance_4 drift: raw=1.36, normalized=0.06, accum=0.06
2026-08-01 00:38:45,575 [INFO] Entity svc_backup_0 drift: raw=0.32, normalized=0.31, accum=0.31
2026-08-01 00:38:45,575 [INFO] Entity svc_backup_1 drift: raw=2.57, normalized=2.56, accum=2.56
2026-08-01 00:38:45,576 [INFO] Entity svc_backup_3 drift: raw=1.32, normalized=1.31, accum=1.31
2026-08-01 00:38:45,577 [INFO] Entity svc_backup_6 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,578 [INFO] Entity svc_ot_poll_9 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,579 [INFO] Entity user_engineer_5 drift: raw=1.02, normalized=-0.23, accum=0.00
2026-08-01 00:38:45,579 [INFO] Entity user_hr_8 drift: raw=1.19, normalized=0.13, accum=0.13
2026-08-01 00:38:45,580 [INFO] Entity user_engineer_12 drift: raw=1.24, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,581 [INFO] Entity user_hr_14 drift: raw=2.77, normalized=1.72, accum=1.72
2026-08-01 00:38:45,582 [INFO] Entity user_hr_9 drift: raw=0.72, normalized=-0.34, accum=0.00
2026-08-01 00:38:45,583 [INFO] Entity user_hr_6 drift: raw=2.14, normalized=1.08, accum=1.08
2026-08-01 00:38:45,583 [INFO] Entity user_engineer_1 drift: raw=3.49, normalized=2.25, accum=2.25
2026-08-01 00:38:45,584 [INFO] Entity user_finance_2 drift: raw=1.35, normalized=0.05, accum=0.05
2026-08-01 00:38:45,585 [INFO] Entity user_engineer_7 drift: raw=1.23, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,586 [INFO] Entity user_engineer_13 drift: raw=0.74, normalized=-0.50, accum=0.00
2026-08-01 00:38:45,587 [INFO] Entity user_engineer_9 drift: raw=2.89, normalized=1.65, accum=1.65
2026-08-01 00:38:45,588 [INFO] Entity user_engineer_6 drift: raw=1.07, normalized=-0.17, accum=0.00
2026-08-01 00:38:45,588 [INFO] Entity svc_backup_2 drift: raw=0.30, normalized=0.29, accum=0.29
2026-08-01 00:38:45,589 [INFO] Entity svc_backup_8 drift: raw=0.09, normalized=0.08, accum=0.08
2026-08-01 00:38:45,590 [INFO] Entity svc_ot_poll_1 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,591 [INFO] Entity svc_ot_poll_2 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,592 [INFO] Entity svc_ot_poll_5 drift: raw=0.01, normalized=-0.00, accum=0.00
2026-08-01 00:38:45,592 [INFO] Entity svc_ot_poll_7 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,593 [INFO] Entity svc_ot_poll_8 drift: raw=0.01, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,594 [INFO] Entity user_engineer_4 drift: raw=1.77, normalized=0.53, accum=0.53
2026-08-01 00:38:45,595 [INFO] Entity user_engineer_11 drift: raw=0.95, normalized=-0.29, accum=0.00
2026-08-01 00:38:45,596 [INFO] Entity user_engineer_0 drift: raw=1.99, normalized=0.75, accum=0.75
2026-08-01 00:38:45,596 [INFO] Entity user_finance_12 drift: raw=1.39, normalized=0.09, accum=0.09
2026-08-01 00:38:45,597 [INFO] Entity user_hr_1 drift: raw=0.90, normalized=-0.16, accum=0.00
2026-08-01 00:38:45,598 [INFO] Entity user_finance_10 drift: raw=0.61, normalized=-0.69, accum=0.00
2026-08-01 00:38:45,599 [INFO] Entity user_hr_13 drift: raw=0.81, normalized=-0.24, accum=0.00
2026-08-01 00:38:45,600 [INFO] Entity user_hr_10 drift: raw=1.14, normalized=0.08, accum=0.08
2026-08-01 00:38:45,601 [INFO] Entity svc_backup_4 drift: raw=0.35, normalized=0.33, accum=0.33
2026-08-01 00:38:45,601 [INFO] Entity svc_backup_5 drift: raw=0.02, normalized=0.01, accum=0.01
2026-08-01 00:38:45,602 [INFO] Entity svc_backup_7 drift: raw=0.08, normalized=0.07, accum=0.07
2026-08-01 00:38:45,603 [INFO] Entity svc_backup_9 drift: raw=0.14, normalized=0.13, accum=0.13
2026-08-01 00:38:45,604 [INFO] Entity svc_ot_poll_0 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,605 [INFO] Entity svc_ot_poll_3 drift: raw=0.00, normalized=-0.01, accum=0.00
2026-08-01 00:38:45,606 [INFO] Entity svc_ot_poll_6 drift: raw=0.01, normalized=-0.00, accum=0.00
2026-08-01 00:38:45,606 [INFO] Entity user_finance_14 drift: raw=3.45, normalized=2.15, accum=2.15
2026-08-01 00:38:45,607 [INFO] Entity user_finance_7 drift: raw=2.40, normalized=1.10, accum=1.10
2026-08-01 00:38:45,608 [INFO] Entity user_finance_3 drift: raw=1.63, normalized=0.33, accum=0.33
2026-08-01 00:38:45,609 [INFO] Entity user_finance_0 drift: raw=0.50, normalized=-0.80, accum=0.00
2026-08-01 00:38:45,609 [INFO] Entity user_hr_7 drift: raw=2.65, normalized=1.60, accum=1.60
2026-08-01 00:38:45,610 [INFO] Entity user_engineer_8 drift: raw=1.17, normalized=-0.07, accum=0.00
2026-08-01 00:38:45,611 [INFO] Entity user_finance_5 drift: raw=3.15, normalized=1.85, accum=1.85
2026-08-01 00:38:45,612 [INFO] Entity user_hr_11 drift: raw=0.59, normalized=-0.47, accum=0.00
2026-08-01 00:38:45,613 [INFO] Entity user_engineer_3 drift: raw=1.79, normalized=0.55, accum=0.55
2026-08-01 00:38:45,614 [INFO] Entity user_finance_13 drift: raw=0.81, normalized=-0.49, accum=0.00
2026-08-01 00:38:45,614 [INFO] Entity user_engineer_14 drift: raw=1.83, normalized=0.59, accum=0.59
2026-08-01 00:38:45,615 [INFO] Entity user_finance_6 drift: raw=0.40, normalized=-0.90, accum=0.00
2026-08-01 00:38:45,616 [INFO] Entity user_finance_1 drift: raw=1.30, normalized=0.00, accum=0.00
2026-08-01 00:39:28,372 [INFO] ANOMALY DETECTED: entity=user_engineer_0 score=52.48 conf=0.67
2026-08-01 00:39:28,372 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,372 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,372 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,372 [INFO]   - process_name_rarity: raw=0.36 score=0.55
2026-08-01 00:39:28,372 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:28,372 [INFO]   - total_volume_delta: raw=3.86 score=1.93
2026-08-01 00:39:28,372 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:28,377 [INFO] ANOMALY DETECTED: entity=user_engineer_5 score=51.44 conf=0.78
2026-08-01 00:39:28,378 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,378 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,378 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,378 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,378 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:28,378 [INFO]   - total_volume_delta: raw=2.87 score=1.44
2026-08-01 00:39:28,378 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:28,815 [WARNING] point_baseline_shadow_fallback entity_id=user_engineer_5 as_of=2026-01-02 07:06:00 active_shadow_count=0
2026-08-01 00:39:28,816 [INFO] ANOMALY DETECTED: entity=user_engineer_5 score=51.44 conf=0.78
2026-08-01 00:39:28,816 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,816 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,816 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,816 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:28,816 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:28,816 [INFO]   - total_volume_delta: raw=2.87 score=1.44
2026-08-01 00:39:28,816 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:30,694 [WARNING] point_baseline_shadow_fallback entity_id=user_engineer_0 as_of=2026-01-02 07:26:00 active_shadow_count=0
2026-08-01 00:39:30,694 [INFO] ANOMALY DETECTED: entity=user_engineer_0 score=52.48 conf=0.67
2026-08-01 00:39:30,694 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:30,694 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:30,694 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:30,694 [INFO]   - process_name_rarity: raw=0.36 score=0.55
2026-08-01 00:39:30,694 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:30,694 [INFO]   - total_volume_delta: raw=3.86 score=1.93
2026-08-01 00:39:30,694 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:32,322 [WARNING] point_baseline_shadow_fallback entity_id=user_engineer_0 as_of=2026-01-02 07:43:00 active_shadow_count=0
2026-08-01 00:39:32,432 [INFO] ANOMALY DETECTED: entity=user_finance_7 score=52.51 conf=0.77
2026-08-01 00:39:32,432 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,432 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,432 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,432 [INFO]   - process_name_rarity: raw=0.39 score=0.59
2026-08-01 00:39:32,432 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:32,432 [INFO]   - total_volume_delta: raw=3.84 score=1.92
2026-08-01 00:39:32,432 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:32,951 [INFO] ANOMALY DETECTED: entity=user_hr_8 score=51.56 conf=0.74
2026-08-01 00:39:32,951 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,951 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,951 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,951 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:32,951 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:32,951 [INFO]   - total_volume_delta: raw=3.13 score=1.56
2026-08-01 00:39:32,951 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:33,813 [INFO] ANOMALY DETECTED: entity=user_engineer_11 score=51.73 conf=0.71
2026-08-01 00:39:33,813 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:33,813 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:33,813 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:33,813 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:33,813 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:33,813 [INFO]   - total_volume_delta: raw=3.46 score=1.73
2026-08-01 00:39:33,813 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:33,912 [WARNING] point_baseline_shadow_fallback entity_id=user_engineer_0 as_of=2026-01-02 07:59:00 active_shadow_count=0
2026-08-01 00:39:34,017 [INFO] ANOMALY DETECTED: entity=user_finance_2 score=51.89 conf=0.76
2026-08-01 00:39:34,017 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,017 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,017 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,017 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,017 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:34,017 [INFO]   - total_volume_delta: raw=3.77 score=1.89
2026-08-01 00:39:34,017 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:34,121 [WARNING] point_baseline_shadow_fallback entity_id=user_hr_8 as_of=2026-01-02 08:01:00 active_shadow_count=0
2026-08-01 00:39:34,125 [WARNING] point_baseline_shadow_fallback entity_id=user_finance_2 as_of=2026-01-02 08:01:00 active_shadow_count=0
2026-08-01 00:39:34,126 [INFO] ANOMALY DETECTED: entity=user_finance_2 score=51.89 conf=0.76
2026-08-01 00:39:34,126 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,126 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,126 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,126 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,126 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:34,126 [INFO]   - total_volume_delta: raw=3.77 score=1.89
2026-08-01 00:39:34,126 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:34,525 [INFO] ANOMALY DETECTED: entity=user_engineer_1 score=52.42 conf=0.66
2026-08-01 00:39:34,526 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,526 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,526 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,526 [INFO]   - process_name_rarity: raw=0.36 score=0.55
2026-08-01 00:39:34,526 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:34,526 [INFO]   - total_volume_delta: raw=3.75 score=1.88
2026-08-01 00:39:34,526 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:34,908 [INFO] ANOMALY DETECTED: entity=user_finance_3 score=52.15 conf=0.72
2026-08-01 00:39:34,908 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,908 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,908 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:34,908 [INFO]   - process_name_rarity: raw=0.39 score=0.59
2026-08-01 00:39:34,908 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:34,908 [INFO]   - total_volume_delta: raw=3.13 score=1.56
2026-08-01 00:39:34,908 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:35,004 [WARNING] point_baseline_shadow_fallback entity_id=user_engineer_11 as_of=2026-01-02 08:10:00 active_shadow_count=0
2026-08-01 00:39:35,004 [INFO] ANOMALY DETECTED: entity=user_engineer_11 score=51.73 conf=0.71
2026-08-01 00:39:35,004 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,004 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,004 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,004 [INFO]   - process_name_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,004 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:35,004 [INFO]   - total_volume_delta: raw=3.46 score=1.73
2026-08-01 00:39:35,004 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:35,189 [INFO] ANOMALY DETECTED: entity=user_hr_6 score=51.96 conf=0.71
2026-08-01 00:39:35,189 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,189 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,189 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,189 [INFO]   - process_name_rarity: raw=0.39 score=0.58
2026-08-01 00:39:35,189 [INFO]   - command_line_embedding_similarity: raw=1.00 score=50.00
2026-08-01 00:39:35,189 [INFO]   - total_volume_delta: raw=2.77 score=1.38
2026-08-01 00:39:35,189 [INFO]   - drift_alert: raw=0.00 score=0.00
2026-08-01 00:39:35,277 [WARNING] point_baseline_shadow_fallback entity_id=user_hr_8 as_of=2026-01-02 08:13:00 active_shadow_count=0
2026-08-01 00:39:35,628 [INFO] ANOMALY DETECTED: entity=user_engineer_4 score=51.07 conf=0.71
2026-08-01 00:39:35,628 [INFO]   - login_hour_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,628 [INFO]   - geolocation_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,628 [INFO]   - endpoint_set_rarity: raw=0.00 score=0.00
2026-08-01 00:39:35,628 [INFO]   - process_name_rarity: raw=0.00 score=0.00
